"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"163","230133_at",1.45170389969143,8.52869465711219,4.67498342340807,8.9278978774417e-05,0.000576794129270337,1.37138641974642,"RC3H2","54542","ring finger and CCCH-type d..."
"164","220005_at",-1.62905963327209,8.84842464608331,-4.67444418702482,8.94030900369023e-05,0.000576794129270337,1.37004867569209,"P2RY13","53829","purinergic receptor P2Y13"
"165","1569600_at",-1.72189494106141,4.42392082877348,-4.6700896456567,9.04116851577009e-05,0.000579562084344237,1.35924601847677,"DLEU2","8847","deleted in lymphocytic leuk..."
"166","233461_x_at",-1.39523571893337,6.90374597895645,-4.66507151771813,9.15881115625413e-05,0.000583363767914276,1.34679747004009,"ZNF226","7769","zinc finger protein 226"
"167","217414_x_at",-1.70648840765886,8.68157609615994,-4.65620247076173,9.37049189834048e-05,0.000593069107489903,1.32479677317913,"HBA2","3040","hemoglobin subunit alpha 2"
"168","1568665_at",1.90318021729058,9.00752859351028,4.64735082961096,9.58663844758693e-05,0.000600273049631083,1.30284045676419,"RNF103","7844","ring finger protein 103"
"169","209803_s_at",1.81261943528706,7.01329374453626,4.6466336204447,9.60436879409733e-05,0.000600273049631083,1.30106148925847,"PHLDA2","7262","pleckstrin homology like do..."
"170","211527_x_at",1.54498080116277,7.10053974055829,4.63954222737905,9.78145287418858e-05,0.000607543656781899,1.28347244466152,"VEGFA","7422","vascular endothelial growth..."
"171","235767_x_at",-1.40357857630969,7.53859521779886,-4.6150592524213,0.000104183187115771,0.000643106093307229,1.22275343991797,"PHAX","51808","phosphorylated adaptor for ..."
"172","204440_at",1.71957768839934,10.1417253631118,4.60837608656232,0.000105992598547785,0.000650261340783958,1.20618091510802,"CD83","9308","CD83 molecule"
"173","1559060_a_at",1.47918151189151,6.44582622175114,4.60398795557216,0.000107197703984678,0.000653644536491938,1.1953000015196,"FNIP1","96459","folliculin interacting prot..."
"174","239577_at",-1.53343747894429,6.48593538313353,-4.54581624647134,0.000124529514227199,0.000754724328649689,1.05110027286831,NA,NA,NA
"175","244443_at",1.7078143125575,8.37176912478141,4.53520381239694,0.000127980964556005,0.000769344318924906,1.02480353367132,NA,NA,NA
"176","205140_at",-1.43315590409142,6.25792897856645,-4.53369157518157,0.000128480501260459,0.000769344318924906,1.02105661472692,"FPGT","8790","fucose-1-phosphate guanylyl..."
"177","208553_at",1.53037356772593,7.24461879794174,4.52661135643934,0.000130845331108951,0.000776970879577069,1.00351468523774,"H1-4","3008","H1.4 linker histone, cluste..."
"178","1554906_a_at",1.40230355181978,6.8270065952606,4.52524086551832,0.000131308078648525,0.000776970879577069,1.0001193456526,"MPHOSPH6","10200","M-phase phosphoprotein 6"
"179","214696_at",1.41255378204331,10.7090413425568,4.51472120344296,0.000134914891996779,0.000793617011745758,0.974059328111861,"MIR22HG","84981","MIR22 host gene"
"180","201143_s_at",-1.55226653826179,7.95550558427766,-4.49049126536827,0.000143603188467149,0.000839784727878061,0.914049765594825,"EIF2S1","1965","eukaryotic translation init..."
"181","228697_at",-1.5756035432688,7.50956836929657,-4.48444028490956,0.000145858702426783,0.000848015711783621,0.899066803544393,"HINT3","135114","histidine triad nucleotide ..."
"182","233085_s_at",-1.41373098075228,7.7250424828042,-4.46109288765005,0.00015489775742714,0.000895362759694453,0.841269094650849,"NABP1","64859","nucleic acid binding protein 1"
"183","202859_x_at",3.23607922955459,9.28900587590742,4.43468757400768,0.000165795672072056,0.000952848690069288,0.775928469941049,"CXCL8","3576","C-X-C motif chemokine ligand 8"
"184","219684_at",-1.4236861238116,7.9231928776248,-4.42430566480197,0.00017028691842814,0.000973068105303657,0.750246589726546,"RTP4","64108","receptor transporter protein 4"
"185","220992_s_at",-1.47124584535033,6.49121589643919,-4.41184703925064,0.000175836920014288,0.000999073409172092,0.719434110214374,"TRMT1L","81627","tRNA methyltransferase 1 like"
"186","206026_s_at",-1.43105691659252,5.2755135953967,-4.4050006966973,0.000178963167903929,0.00101109134409,0.702505002689685,"TNFAIP6","7130","TNF alpha induced protein 6"
"187","239614_x_at",1.72351459116834,7.24174678099162,4.39152066632088,0.000185281349712613,0.00103661149639893,0.669179391192399,NA,NA,NA
"188","1559975_at",1.75898623114753,9.06682683221877,4.39095045172789,0.000185553457855409,0.00103661149639893,0.667769896710817,"BTG1","694","BTG anti-proliferation fact..."
"189","1554036_at",1.56971712352575,9.09078762994611,4.38694240222394,0.000187477377960449,0.00104154098866916,0.657863002899148,"ZBTB24","9841","zinc finger and BTB domain ..."
"190","1552386_at",-1.40662309356052,8.32282930157212,-4.34077245782279,0.000211124963110625,0.0011664362602797,0.543804720788029,"GAPT","202309","GRB2 binding adaptor protei..."
"191","228834_at",1.59815831688519,8.78265838672539,4.3292003831082,0.000217503384921329,0.00119507354352378,0.515236019916785,NA,NA,NA
"192","209116_x_at",-2.19424090648823,8.09181052537236,-4.30713537714414,0.000230201492044008,0.0012579316505137,0.460785300952714,"HBB","3043","hemoglobin subunit beta"
"193","211745_x_at",-1.63774791944379,8.68686894605699,-4.29224171887652,0.000239186760674035,0.0012999280471415,0.424048993195898,"HBA1","3039","hemoglobin subunit alpha 1"
"194","211745_x_at",-1.63774791944379,8.68686894605699,-4.29224171887652,0.000239186760674035,0.0012999280471415,0.424048993195898,"HBA2","3040","hemoglobin subunit alpha 2"
"195","244804_at",1.47052211336453,9.64282597032744,4.28004120969153,0.000246806470540691,0.00133408902994968,0.393966386500968,"SQSTM1","8878","sequestosome 1"
"196","1556874_a_at",1.70230390619279,8.51799767381602,4.275759127859,0.000249537622954668,0.00134160012341219,0.383410496636887,"MEX3C","51320","mex-3 RNA binding family me..."
"197","243683_at",1.65503867810274,7.47245305088151,4.27180472901413,0.000252086449857249,0.00134805588158957,0.373663500169202,"MORF4L2","9643","mortality factor 4 like 2"
"198","202912_at",1.46690570471652,9.4785976688711,4.25359956406556,0.000264158500528108,0.0014050984070644,0.328804564743645,"ADM","133","adrenomedullin"
"199","236316_at",1.583755294174,6.9994061694231,4.24942167202037,0.000267008967232536,0.00141274585837321,0.318513235648773,"FAM3C","10447","FAM3 metabolism regulating ..."
"200","235652_at",1.59647843582479,8.2941346778999,4.24236831769459,0.000271890798572862,0.00143100420301506,0.301141703278163,"SCML1","6322","Scm polycomb group protein ..."
"201","244869_at",1.45954590544477,7.61005045565345,4.21547625812707,0.0002913307226532,0.00152529174163979,0.234943930765583,NA,NA,NA
"202","211696_x_at",-2.19509354482553,8.86339723446857,-4.20207913986628,0.000301524212731693,0.00157043860797757,0.201986231601845,"HBB","3043","hemoglobin subunit beta"
"203","206991_s_at",-1.4496602797917,9.26056965838992,-4.17250037149961,0.000325300499477463,0.00168549481594541,0.129272032345973,"CCR5","1234","C-C motif chemokine receptor 5"
"204","210180_s_at",1.4962840702207,9.91962043959795,4.15096930909159,0.000343768777537219,0.00177200400792381,0.0763880297535131,"TRA2B","6434","transformer 2 beta homolog"
"205","235086_at",1.92144807190421,7.15177567365169,4.14643831529105,0.000347785708701649,0.00178351645488025,0.065264276899283,"THBS1","7057","thrombospondin 1"
"206","237180_at",1.61731373092259,8.95304213327394,4.13200403840174,0.000360895167384312,0.00184130187440975,0.0298398480041708,NA,NA,NA
"207","239901_at",1.43308056594792,9.88711789371733,4.12183597269481,0.000370422865519499,0.00188031911431218,0.00489688936419963,NA,NA,NA
"208","230833_at",-1.41182833181821,9.25621106241467,-4.11802028221406,0.000374062212859287,0.00188920309524892,-0.00446078912582504,"ACRBP","84519","acrosin binding protein"
"209","237741_at",1.32901912156302,6.99605507745152,4.11097281828598,0.00038087736784645,0.0019117856308347,-0.0217405465145308,"SLC25A36","55186","solute carrier family 25 me..."
"210","236907_at",1.74186040395445,10.8694177290639,4.10894849836056,0.000382857602460064,0.0019117856308347,-0.0267031321092235,NA,NA,NA
"211","244677_at",1.54419999419034,9.07181641400001,4.10751209018317,0.000384268911797775,0.0019117856308347,-0.0302242258304304,"PER1","5187","period circadian regulator 1"
"212","202672_s_at",1.32530247169917,8.20878743728116,4.10356001935829,0.00038817857827984,0.00192167613009822,-0.0399109928416914,"ATF3","467","activating transcription fa..."
"213","237442_at",-1.3925180384089,7.94173975678757,-4.069855818845,0.000423162258619551,0.00208454314590912,-0.12246006018166,NA,NA,NA
"214","238609_at",-1.35864271301189,4.70592266451893,-4.05994905383814,0.000434026263053405,0.00212757972085003,-0.146702244795264,"FAM200A","221786","family with sequence simila..."
"215","228195_at",-1.37898345295055,8.42951832964055,-4.05425522947276,0.000440394688783007,0.00214826677455125,-0.160630640862673,"C2orf88","84281","chromosome 2 open reading f..."
"216","227803_at",-1.47459249342729,5.87792282060449,-4.03207954289676,0.000466091077610561,0.00226257804665321,-0.214844889087876,"ENPP5","59084","ectonucleotide pyrophosphat..."
"217","209458_x_at",-1.44621534307819,8.55965459061812,-4.02719834739387,0.000471943372324333,0.00227991967306441,-0.226771163606942,"HBA1","3039","hemoglobin subunit alpha 1"
"218","209458_x_at",-1.44621534307819,8.55965459061812,-4.02719834739387,0.000471943372324333,0.00227991967306441,-0.226771163606942,"HBA2","3040","hemoglobin subunit alpha 2"
"219","240265_at",-1.30694678348676,8.09522150075279,-4.02461978990631,0.000475064198129728,0.00228155742104806,-0.233070331516251,"TRAF3IP3","80342","TRAF3 interacting protein 3"
"220","1554037_a_at",1.33679893051251,8.08919022072438,4.02315550100797,0.000476845500999045,0.00228155742104806,-0.236647124445535,"ZBTB24","9841","zinc finger and BTB domain ..."
"221","208792_s_at",-1.34642847663863,9.64436139529486,-4.01369382891561,0.000488515854552092,0.00232626597405758,-0.259753287107864,"CLU","1191","clusterin"
"222","202768_at",1.67549372214684,9.19812813805814,4.00532477782313,0.000499073582169136,0.00236527764061202,-0.280182871587148,"FOSB","2354","FosB proto-oncogene, AP-1 t..."
"223","1565752_at",-1.35433099891545,8.12782949927111,-3.99941766032101,0.000506660985824215,0.00238991031049158,-0.294597906398601,"FGD2","221472","FYVE, RhoGEF and PH domain ..."
"224","237104_at",-1.36213811613937,9.2266672470269,-3.99620418479161,0.000510836297320152,0.00239829247568146,-0.302438026569482,NA,NA,NA
"225","1565754_x_at",-1.42454162475305,8.14065816326003,-3.97807345170726,0.000535038745582742,0.00250018105412496,-0.346650397173199,"FGD2","221472","FYVE, RhoGEF and PH domain ..."
"226","207815_at",-1.75045150170262,8.83913785984841,-3.97322688313891,0.000541697995029126,0.00251350007251668,-0.35846239708273,"PF4V1","5197","platelet factor 4 variant 1"
"227","204069_at",-1.29293973472792,6.81400282751415,-3.97234678351441,0.000542916015663602,0.00251350007251668,-0.36060706723632,"MEIS1","4211","Meis homeobox 1"
"228","230505_at",1.31674329149849,8.56025112440571,3.95976669944565,0.000560624826753661,0.00258352454725189,-0.39125272177613,"LOC145474","145474","uncharacterized LOC145474"
"229","238907_at",-1.45894556713143,5.67274435815063,-3.95770929467787,0.000563574777377861,0.00258520540081588,-0.396262840128083,"ZNF780A","284323","zinc finger protein 780A"
"230","223717_s_at",-1.29077882299419,10.1256559893411,-3.95013828030321,0.00057456280659564,0.00262357445934082,-0.414695066243792,"ACRBP","84519","acrosin binding protein"
"231","202861_at",1.52034027404398,9.58982207367661,3.94685183148506,0.000579398096106221,0.00263362770957373,-0.422693997082484,"PER1","5187","period circadian regulator 1"
"232","227062_at",2.0125357752096,10.2595101911639,3.94370946613746,0.000584058950595386,0.00263864735720142,-0.430340995354173,"NEAT1","283131","nuclear paraspeckle assembl..."
"233","222180_at",1.65329007191342,6.55997624654628,3.942555573192,0.000585779713298715,0.00263864735720142,-0.433148706124443,NA,NA,NA
"234","215322_at",1.38007896126794,9.09171998867657,3.93372051833093,0.000599122001750417,0.00268664574775972,-0.454641110982335,"LONRF1","91694","LON peptidase N-terminal do..."
"235","211840_s_at",1.28029141309371,7.56832258601446,3.91953705234433,0.000621170871360953,0.00276869784520435,-0.489123632651593,"PDE4D","5144","phosphodiesterase 4D"
"236","215006_at",1.34038861171107,8.53036578529331,3.9184099088717,0.000622957015170978,0.00276869784520435,-0.49186281787208,NA,NA,NA
"237","1556873_at",1.74241189766158,6.90019088682847,3.91368258017223,0.000630503581336111,0.00278983885546952,-0.503349395070812,"MEX3C","51320","mex-3 RNA binding family me..."
"238","1557257_at",1.26892167104047,8.87528581242589,3.90808539499343,0.000639555395352456,0.00281742464912976,-0.516945829688329,"BCL10","8915","BCL10 immune signaling adaptor"
"239","210773_s_at",-1.35119164635855,7.70364734492883,-3.89771943635539,0.000656658987493114,0.00288008327847857,-0.542115541000177,"FPR2","2358","formyl peptide receptor 2"
"240","242877_at",1.499693442262,7.46895754602092,3.89332294806372,0.000664048555220198,0.00289977535030654,-0.552786424784344,NA,NA,NA
"241","214073_at",-1.37147582318954,6.69791017602257,-3.87981735365561,0.000687265020890351,0.00298810878647979,-0.585550198178204,"CTTN","2017","cortactin"
"242","222073_at",1.49558233030603,5.98358164912737,3.87596790239182,0.000694027574231923,0.00300444837329837,-0.594884226703929,"COL4A3","1285","collagen type IV alpha 3 chain"
"243","219376_at",-1.47731525861679,5.82234829887602,-3.87188723379407,0.000701267912520358,0.0030227065194843,-0.604776696335576,"ZNF322","79692","zinc finger protein 322"
"244","211699_x_at",-1.36907679963206,8.49088813277769,-3.86101990750935,0.000720914766149126,0.0030856519371571,-0.631110392662385,"HBA1","3039","hemoglobin subunit alpha 1"
"245","211699_x_at",-1.36907679963206,8.49088813277769,-3.86101990750935,0.000720914766149126,0.0030856519371571,-0.631110392662385,"HBA2","3040","hemoglobin subunit alpha 2"
"246","220458_at",1.37145741720123,6.93983786085383,3.86040497670355,0.000722042553294762,0.0030856519371571,-0.632600003258442,NA,NA,NA
"247","205442_at",-1.41773281186814,8.36014677917877,-3.85570161140015,0.000730726219378844,0.00310947327395253,-0.643991706373746,"MFAP3L","9848","microfibril associated prot..."
"248","204018_x_at",-1.3342801834805,8.88826309564318,-3.84000599550782,0.000760455344651494,0.00322183202391085,-0.681984436906346,"HBA1","3039","hemoglobin subunit alpha 1"
"249","204018_x_at",-1.3342801834805,8.88826309564318,-3.84000599550782,0.000760455344651494,0.00322183202391085,-0.681984436906346,"HBA2","3040","hemoglobin subunit alpha 2"
"250","243857_at",1.45828574413533,7.707328882539,3.83839454066728,0.000763574189666872,0.00322183202391085,-0.685883132053016,"MORF4L2","9643","mortality factor 4 like 2"
"251","207156_at",-1.27328793612944,7.27802473118564,-3.83155577078527,0.0007769507838034,0.00326449909161092,-0.702424446538469,"H2AC11","8969","H2A clustered histone 11"
"252","206390_x_at",-1.28964690123882,12.0960001281425,-3.81742853491286,0.000805318018765601,0.00336786568057371,-0.736573265107192,"PF4","5196","platelet factor 4"
"253","222717_at",-1.27456984943859,10.4155332968465,-3.81597798013864,0.000808287763337689,0.00336786568057371,-0.740077936162626,"CAVIN2","8436","caveolae associated protein 2"
"254","228531_at",-1.25187550007128,8.70205818562019,-3.80348159137361,0.000834322018951463,0.00346191709108491,-0.770257395711864,"SAMD9","54809","sterile alpha motif domain ..."
"255","217232_x_at",-1.71731867693257,8.73989882801941,-3.78854619708236,0.000866520935621181,0.00358066502322802,-0.806296382140564,"HBB","3043","hemoglobin subunit beta"
"256","241508_at",1.43209305413976,8.22616549174879,3.78349527253988,0.00087768415078002,0.00361186893325111,-0.818476526392522,NA,NA,NA
"257","208791_at",-1.26214130104972,9.6769660570203,-3.7814318959187,0.000882285049089854,0.00361592233233547,-0.823451164008127,"CLU","1191","clusterin"
"258","230014_at",1.73199743532846,7.65114303183233,3.77415969154826,0.000898690325098248,0.00366812377591121,-0.840978616628852,NA,NA,NA
"259","221060_s_at",-1.44150315997934,8.28453424810416,-3.76826022981764,0.00091221875438479,0.00370820631863736,-0.85519143291157,"TLR4","7099","toll like receptor 4"
"260","207794_at",-1.9863962668019,7.24358203904412,-3.7651188904942,0.000919503793569113,0.00372268742335673,-0.862757230663582,"CCR2","729230","C-C motif chemokine receptor 2"
"261","233127_at",1.46007628364593,7.02216284124315,3.7585259661496,0.00093497971323336,0.00377007948884419,-0.878630973513631,NA,NA,NA
"262","218711_s_at",-1.26189638401677,9.39379615685504,-3.74897423553232,0.00095785579422784,0.0038468104185857,-0.901616340825076,"CAVIN2","8436","caveolae associated protein 2"
"263","214974_x_at",-1.47274287391839,8.18085226457697,-3.74578898278486,0.000965605895275814,0.00386242358110326,-0.909278105395422,"CXCL5","6374","C-X-C motif chemokine ligand 5"
"264","236571_at",1.41549084388734,9.46542455103675,3.74300419837698,0.000972432032855217,0.00387423120659449,-0.915975246269172,NA,NA,NA
"265","1562511_at",-1.22213996558116,6.81674215416081,-3.73272254171713,0.000998047528108045,0.00396050606392081,-0.940690729196172,"LYST","1130","lysosomal trafficking regul..."
"266","236495_at",2.06705147138593,7.49775726552123,3.72701101275622,0.00101256206676132,0.00398414456058043,-0.954412862783377,NA,NA,NA
"267","1566959_at",1.37235733003167,8.6521124998623,3.72627057533801,0.0010144588225107,0.00398414456058043,-0.956191393719896,NA,NA,NA
"268","244026_at",1.59738443053032,7.06541177092885,3.72568674423175,0.00101595686294801,0.00398414456058043,-0.95759369229826,NA,NA,NA
"269","243134_at",1.28005390915796,9.04537973718303,3.72207335457086,0.00102527679934799,0.00400498749745308,-0.966271402975794,NA,NA,NA
"270","206641_at",-1.55915919169198,6.97581380353785,-3.71978610580355,0.00103121955641756,0.00401252745687766,-0.971763207923307,"TNFRSF17","608","TNF receptor superfamily me..."
"271","243395_at",1.98423458656482,10.3896042888867,3.7119047149561,0.0010519571010323,0.00407735310477636,-0.990680147425739,NA,NA,NA
"272","234989_at",1.30476210365914,12.2149249764615,3.70348350088538,0.00107456714303157,0.00414890788815277,-1.010881216786,"NEAT1","283131","nuclear paraspeckle assembl..."
"273","239600_at",1.22695242644881,9.30332500725934,3.69718606761881,0.00109178587668793,0.00419366014096493,-1.02597982270607,NA,NA,NA
"274","1560486_at",1.73795045240981,7.01569699593259,3.69542053937412,0.00109666163305205,0.00419366014096493,-1.03021160262121,"STXBP3","6814","syntaxin binding protein 3"
"275","237597_at",-1.28999016423438,5.54451247934792,-3.69467067023205,0.00109873895693281,0.00419366014096493,-1.03200879590084,"LOC105375547","105375547","uncharacterized LOC105375547"
"276","241843_at",1.53587226269514,9.15330394948327,3.69075263695651,0.00110965578427342,0.00421922351434759,-1.04139747881701,"EIF5","1983","eukaryotic translation init..."
"277","241843_at",1.53587226269514,9.15330394948327,3.69075263695651,0.00110965578427342,0.00421922351434759,-1.04139747881701,"SNORA28","677811","small nucleolar RNA, H/ACA ..."
"278","210354_at",1.62601839313469,8.32896679017694,3.6881228580871,0.00111704271342194,0.00423122239932553,-1.04769766549346,"IFNG","3458","interferon gamma"
"279","202687_s_at",-1.21088004202467,10.4373311025394,-3.66993790548097,0.00116945903726387,0.00441305297080705,-1.09123056754391,"TNFSF10","8743","TNF superfamily member 10"
"280","239827_at",2.05311377653764,6.53696254213298,3.6658206177646,0.00118165722974264,0.00444232041256632,-1.10107885491307,"RGCC","28984","regulator of cell cycle"
"281","205033_s_at",-2.544052491351,7.56456348910551,-3.65769085075459,0.00120611025939863,0.00451726688913345,-1.12051587527816,"DEFA1","1667","defensin alpha 1"
"282","205033_s_at",-2.544052491351,7.56456348910551,-3.65769085075459,0.00120611025939863,0.00451726688913345,-1.12051587527816,"DEFA3","1668","defensin alpha 3"
"283","205033_s_at",-2.544052491351,7.56456348910551,-3.65769085075459,0.00120611025939863,0.00451726688913345,-1.12051587527816,"DEFA1B","728358","defensin alpha 1B"
"284","236879_at",1.40844280627551,6.81186721152957,3.64818836155982,0.00123532087096873,0.00460940623495793,-1.14321982909473,NA,NA,NA
"285","1567997_x_at",1.24864034783324,6.28732723947111,3.62494534713801,0.00130972004433602,0.00486884774846106,-1.19868415780606,NA,NA,NA
"286","224559_at",1.2193309842306,10.3557079127543,3.62021091350378,0.00132540354003037,0.00490890200011249,-1.20996959572942,"MALAT1","378938","metastasis associated lung ..."
"287","243206_at",1.45953382308484,7.23228662430764,3.61213268830535,0.00135258907526762,0.00499110359877352,-1.22921590974449,"CEP95","90799","centrosomal protein 95"
"288","210281_s_at",1.51197129679121,8.60070631637398,3.59498450787185,0.00141211762171028,0.00518803380538537,-1.27003034293319,"ZMYM2","7750","zinc finger MYM-type contai..."
"289","220496_at",-1.35775103620477,8.16124349214097,-3.59379707601572,0.00141633322887021,0.00518803380538537,-1.27285446989623,"CLEC1B","51266","C-type lectin domain family..."
"290","242836_at",1.42002277905792,8.77826645842971,3.57339275080019,0.00149072384263242,0.00544059796581176,-1.32134031706415,NA,NA,NA
"291","1569599_at",1.41982558241841,6.43200041710225,3.56245326645996,0.00153216554472024,0.00557151107170995,-1.34730163441168,"SAMSN1","64092","SAM domain, SH3 domain and ..."
"292","223377_x_at",-1.185905760484,8.59661770035042,-3.55785677724305,0.00154991208570602,0.00561562349893484,-1.3582028068366,"CISH","1154","cytokine inducible SH2 cont..."
"293","241420_at",-1.54320462747185,5.58921911282824,-3.54516322116637,0.00159996943471389,0.00577606294120537,-1.38828517314951,NA,NA,NA
"294","1565716_at",1.51817277559685,8.70802705281465,3.53453058448885,0.00164311113264796,0.00591047170017251,-1.41345820992803,"FUS","2521","FUS RNA binding protein"
"295","225046_at",-1.25062546106993,5.89677779588897,-3.52710498718775,0.00167391137357348,0.00599968234255726,-1.43102474168409,"LOC389831","389831","uncharacterized LOC389831"
"296","225046_at",-1.25062546106993,5.89677779588897,-3.52710498718775,0.00167391137357348,0.00599968234255726,-1.43102474168409,"LOC102723360","102723360","uncharacterized LOC102723360"
"297","225046_at",-1.25062546106993,5.89677779588897,-3.52710498718775,0.00167391137357348,0.00599968234255726,-1.43102474168409,"LOC102724219","102724219","uncharacterized LOC102724219"
"298","225046_at",-1.25062546106993,5.89677779588897,-3.52710498718775,0.00167391137357348,0.00599968234255726,-1.43102474168409,"LOC102724843","102724843","uncharacterized LOC102724843"
"299","225046_at",-1.25062546106993,5.89677779588897,-3.52710498718775,0.00167391137357348,0.00599968234255726,-1.43102474168409,"LOC102724951","102724951","uncharacterized LOC102724951"
"300","222378_at",1.57913459906375,6.72418276340596,3.51819541885244,0.00171161074144231,0.0061128955051511,-1.45208678837723,NA,NA,NA
"301","231513_at",-1.54710350054775,5.27783601415808,-3.50701642570666,0.00176008553038059,0.00626364957430815,-1.47849022613541,NA,NA,NA
"302","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RANBP2","5903","RAN binding protein 2"
"303","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RGPD5","84220","RANBP2 like and GRIP domain..."
"304","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RGPD4","285190","RANBP2 like and GRIP domain..."
"305","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RGPD1","400966","RANBP2 like and GRIP domain..."
"306","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RGPD3","653489","RANBP2 like and GRIP domain..."
"307","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RGPD8","727851","RANBP2 like and GRIP domain..."
"308","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RGPD6","729540","RANBP2 like and GRIP domain..."
"309","242712_x_at",1.51033945764902,7.98727474394633,3.50407143630542,0.00177307685776946,0.00628750658783497,-1.48544155213417,"RGPD2","729857","RANBP2 like and GRIP domain..."
"310","230337_at",-1.27477073381998,7.09582755116961,-3.50261558015694,0.00177953360310142,0.00628810460459866,-1.48887726257913,"SOS1","6654","SOS Ras/Rac guanine nucleot..."
"311","239487_at",1.28701904446575,5.8049122636641,3.49874336607774,0.00179681868271314,0.00632682634758149,-1.49801320210969,NA,NA,NA
"312","209189_at",1.2187831331061,12.7108304459742,3.4900194490481,0.0018363629128838,0.00644337864169753,-1.51858430932201,"FOS","2353","Fos proto-oncogene, AP-1 tr..."
"313","236307_at",1.26668215017029,8.63363274472151,3.4881671830299,0.00184486745082762,0.00645058549240426,-1.52294987337547,NA,NA,NA
"314","202600_s_at",1.22265252321482,8.25316482462988,3.48009655832047,0.0018823730916799,0.00653691652698793,-1.54196269582501,"NRIP1","8204","nuclear receptor interactin..."
"315","236975_at",1.63343293558509,7.99854946527051,3.48004140011449,0.00188263195977252,0.00653691652698793,-1.54209258924993,NA,NA,NA
"316","1558299_at",1.16644824709412,9.49120274889658,3.47863382922137,0.00188924970662814,0.00653719621670636,-1.54540708889897,NA,NA,NA
"317","205114_s_at",1.51230074681118,10.2555198212005,3.47245896246358,0.0019185497590598,0.00661568882434412,-1.55994234849548,"CCL3","6348","C-C motif chemokine ligand 3"
"318","205114_s_at",1.51230074681118,10.2555198212005,3.47245896246358,0.0019185497590598,0.00661568882434412,-1.55994234849548,"CCL3L1","6349","C-C motif chemokine ligand ..."
"319","205114_s_at",1.51230074681118,10.2555198212005,3.47245896246358,0.0019185497590598,0.00661568882434412,-1.55994234849548,"CCL3L3","414062","C-C motif chemokine ligand ..."
"320","238651_at",1.30836118090443,8.88545038918751,3.45352337781942,0.00201118558759721,0.00691129067902821,-1.60446325023481,NA,NA,NA
"321","1556545_at",1.19239083405598,8.41759638042779,3.44912085902188,0.00203333923738758,0.00696349053899857,-1.61480293266388,NA,NA,NA
"322","202869_at",-1.17591184211411,9.64672679160789,-3.44668071528557,0.0020457202270968,0.00698198029725869,-1.62053194234783,"OAS1","4938","2'-5'-oligoadenylate synthe..."
"323","201295_s_at",-1.27648138324288,6.31809033684212,-3.44022337491708,0.00207883889685272,0.00707088060153985,-1.63568612475318,"WSB1","26118","WD repeat and SOCS box cont..."
"324","236293_at",1.5184969050559,8.74456468422719,3.42793589107725,0.00214330578131806,0.00726544332650189,-1.66449646290195,"RHOH","399","ras homolog family member H"
"325","231108_at",1.51593715253724,9.14551265925593,3.42602026947534,0.00215352977805892,0.00727543843938824,-1.66898489570889,"FUS","2521","FUS RNA binding protein"
"326","201044_x_at",1.52062156577422,10.2052858625749,3.41213412425407,0.00222907313490045,0.00750529675050656,-1.70149580726985,"DUSP1","1843","dual specificity phosphatase 1"
"327","216766_at",1.16514196380471,7.80994347817571,3.39274486174211,0.00233887693433313,0.00784858031655413,-1.74681569144717,NA,NA,NA
"328","220784_s_at",2.25016026671893,8.14927813839575,3.3801431660514,0.0024130395241645,0.0080703663015535,-1.77622283226126,"UTS2","10911","urotensin 2"
"329","206655_s_at",-1.16578831731262,9.68104376637582,-3.36695304718109,0.00249310891155474,0.00831036303851579,-1.80696227869332,"GP1BB","2812","glycoprotein Ib platelet su..."
"330","206655_s_at",-1.16578831731262,9.68104376637582,-3.36695304718109,0.00249310891155474,0.00831036303851579,-1.80696227869332,"SEPTIN5","5413","septin 5"
"331","206655_s_at",-1.16578831731262,9.68104376637582,-3.36695304718109,0.00249310891155474,0.00831036303851579,-1.80696227869332,"SEPT5-GP1BB","100526833","SEPT5-GP1BB readthrough"
"332","215908_at",1.15055584176956,8.30913133160129,3.35623371273729,0.00256007282717877,0.00850522533946434,-1.83191246474926,NA,NA,NA
"333","237943_at",1.23788909945433,7.17483617058457,3.3533463307713,0.00257840656008158,0.00853777006649529,-1.83862828688876,"TMCC1","23023","transmembrane and coiled-co..."
"334","220832_at",-1.17795908233107,8.29211571570087,-3.3502741068787,0.00259805376457629,0.00855569171805596,-1.84577178270073,"TLR8","51311","toll like receptor 8"
